"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Comp","Sign"
"GO:0072659","GO:0072659","protein localization to plasma membrane",234,-0.423139882026315,-1.59123255102862,4.89894514287608e-05,0.00377918625307584,0.00322078017513598,2615,"tags=31%, list=21%, signal=25%","Ppp1r9b/Sptbn1/Rack1/Vamp8/Rhog/Tgfb1/Lgals3/Stxbp1/Ehd3/Pgrmc1/Ehd1/Rab7/Map7/Flot1/Picalm/Stx7/Tmed2/Akt2/Tnik/Tmem59/Scp2/Vamp3/Rab8b/Rab3d/Tspan14/Pals1/Atp6ap1/Tmbim1/Zdhhc2/Golph3l/Atp2c1/Rab11a/Trem2/Cnst/Ephb2/Rab10/Cd81/Golph3/Ramp2/Rap1a/Ramp1/Flna/Ehd4/Rap2a/Myl12a/Fcer1g/Pls1/Itgb1/Ank3/S100a10/Rac1/Abi3/Tspan17/Kalrn/F11r/Actb/Ift20/P2ry1/Golga7/Ap2m1/Adcy6/Tesc/Rab13/Sqstm1/Optn/Sec23a/Tspan33/Bcl2l1/Atp2b4/Bsg/Ank1/Prnp/Slc4a1","FucoVsCtrl","Suppressed"
"GO:0055065","GO:0055065","metal ion homeostasis",431,-0.384734042685972,-1.47129451597219,5.07940022335463e-05,0.00386320580367817,0.00329238514106841,2103,"tags=24%, list=17%, signal=21%","Atp6v1a/Slc39a8/Kctd7/Slc39a6/Bnip3/Ndfip1/Dbi/Ccr2/Steap3/Picalm/Comt/Pde4d/Slc39a4/Cyba/Jak2/Ibtk/Il1a/Aplp2/Eif5a/Micu2/Mcur1/Slc30a9/Pik3cb/Dlg4/Atp6v0a2/Fkbp1a/Atp6ap1/Dmpk/Gnai2/Gata2/Snx10/Prkca/Atp2c1/Tmbim6/Cacna1c/Sod1/Sod2/Atp2a3/Trpc1/Slc24a5/Micu1/C3ar1/Nptn/Trpc6/Adcy5/Fkbp1b/Ank3/Tmco1/Ubash3b/B2m/Fth1/Gp1ba/Abcb7/Ptger3/Calm3/Atp6v1g1/Bcap31/Kdr/Atox1/P2ry1/Agtr1a/F2rl2/Ank/Slc24a3/Gata1/Capn3/Gp5/Gp9/Tfrc/F2r/Smdt1/Atp6v0d1/Tesc/Gnas/Htr2a/Eif2ak1/Epor/P2rx1/Xk/Itgb3/F2rl3/Abcb6/Selenok/Cacna1g/Gp1bb/Ftl1/Fis1/Selenot/Grina/Alas2/Snca/Ltf/Iscu/Ncoa4/Atp2b4/Slc6a9/Fech/Cd24a/Rhd/Cd36/Ank1/Rhag/Kel/Prnp/Epb42","FucoVsCtrl","Suppressed"
"GO:0033077","GO:0033077","T cell differentiation in thymus",78,0.397843868179502,1.85408770013856,5.44210152316844e-05,0.00408157614237633,0.00347848945311293,3217,"tags=42%, list=26%, signal=32%","Egr3/Foxj1/Erbb2/Zfp36l1/Nfkbid/Ccr7/Il1b/Fzd5/Prr7/Il2rg/Jmjd6/Zbtb1/Bcl2/Rabl3/Rasgrp1/Zfp608/Ada/Cd3e/Foxp3/Prkdc/Tespa1/Card11/Wnt4/Zfp36l2/Apc/Dock2/Bcl11b/Tox/Cd74/Ptprc/Cd1d1/Ptpn2/Il7r","FucoVsCtrl","Activated"
"GO:0042440","GO:0042440","pigment metabolic process",52,-0.586976870194822,-1.91870710417439,6.04284032940643e-05,0.00447004627106777,0.00380955990197043,1747,"tags=40%, list=14%, signal=35%","Tmem14c/Uros/Alad/Abcb10/Trpc1/Slc24a5/Tmem14a/Gipc1/Abcb7/a/Snx3/Abcb6/Slc25a39/Cpox/Alas2/Hebp1/Hmbs/Urod/Slc6a9/Fech/Blvrb","FucoVsCtrl","Suppressed"
"GO:0002292","GO:0002292","T cell differentiation involved in immune response",65,0.431796974188904,1.94912296827199,6.31652791693132e-05,0.00460935820965259,0.0039282873474856,1867,"tags=37%, list=15%, signal=32%","Il23a/Clec4e/Nlrp3/Nfkbid/Ccr7/Il6/Irf4/Lef1/Nfkbiz/Irf1/Bcl3/Zc3h12a/Myb/Bcl6/Malt1/Foxp1/Il4/Slamf6/Relb/Smad7/Cd46/Foxp3/Cracr2a/Mtor","FucoVsCtrl","Activated"
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response",60,0.444390005249197,1.98561512638106,6.64023796855236e-05,0.00471806381976089,0.00402093080311786,1867,"tags=37%, list=15%, signal=31%","Il23a/Nlrp3/Nfkbid/Ccr7/Il6/Irf4/Lef1/Nfkbiz/Irf1/Bcl3/Zc3h12a/Myb/Bcl6/Malt1/Foxp1/Il4/Slamf6/Relb/Smad7/Foxp3/Cracr2a/Mtor","FucoVsCtrl","Activated"
"GO:0006400","GO:0006400","tRNA modification",75,0.419761304871532,1.93997770267154,6.58491811552747e-05,0.00471806381976089,0.00402093080311786,5565,"tags=77%, list=44%, signal=43%","Dus2/Mocs3/Trmt5/Osgepl1/Pus10/Alkbh1/Pusl1/Nsun4/Pus3/Aars2/Trmt12/Wdr4/Trmt10c/Qtrt1/Nsun6/Thada/Trmt1/Mtfmt/Elp2/Tyw3/Trmt1l/Osgep/Dalrd3/Trmu/Ankrd16/Trmt6/Trmt13/Qtrt2/Mettl1/Bcdin3d/Cdkal1/Trmo/Adat2/Tarbp1/Thumpd2/Tprkb/Trmt10a/Mto1/Mettl2/Trmt10b/Ctu2/Thumpd3/Trmt44/Elp3/Elp1/Ctu1/Trub1/Tyw5/Thumpd1/Rpusd4/Wdr6/Lcmt2/Trit1/Trdmt1/Trmt112/Pus7/Mettl6/Elp4","FucoVsCtrl","Activated"
"GO:0061041","GO:0061041","regulation of wound healing",81,-0.524533061913814,-1.82749362327197,6.91728561222839e-05,0.00474691676373566,0.00404552048558525,1445,"tags=30%, list=12%, signal=26%","Abat/Ephb2/Pdgfa/Cd9/Anxa5/Itgb1/Ubash3b/Hpse/Gp1ba/Ptger3/Pros1/Mylk/Mmrn1/Actg1/Serpine2/Gp5/Alox12/F2r/Prkg1/Thbs1/Tspan8/Dmtn/Prdx2/Cd36","FucoVsCtrl","Suppressed"
"GO:1990778","GO:1990778","protein localization to cell periphery",276,-0.409045777399243,-1.54909349939294,6.8522027999676e-05,0.00474691676373566,0.00404552048558525,2814,"tags=33%, list=22%, signal=26%","Lin7c/Cacnb2/Efcab7/Dennd4c/Slmap/Sorbs1/Ppp1r9b/Sptbn1/Rack1/Ift80/Vamp8/Rhog/Tgfb1/Lgals3/Gsk3b/Stxbp1/Ehd3/Pgrmc1/Ehd1/Rab7/Map7/Snap47/Flot1/Cnih3/Arl3/Picalm/Stx7/Tmed2/Akt2/Tnik/Tmem59/Scp2/Dlg4/Vamp3/Pdzd11/Rab8b/Rab3d/Tspan14/Pals1/Atp6ap1/Tmbim1/Zdhhc2/Golph3l/Atp2c1/Rab11a/Trem2/Cnst/Ephb2/Rab10/Cd81/Golph3/Ramp2/Gpsm2/Rap1a/Ramp1/Flna/Ehd4/Rap2a/Myl12a/Fcer1g/Snap23/Pls1/Itgb1/Ank3/S100a10/Rac1/Abi3/Tspan17/Kalrn/F11r/Actb/Ift20/P2ry1/Adam10/Golga7/Ap2m1/Dlg2/Adcy6/Tesc/Rab13/Sqstm1/Optn/Sec23a/Epb41/Tspan33/Bcl2l1/Atp2b4/Bsg/Ank1/Prnp/Slc4a1","FucoVsCtrl","Suppressed"
"GO:0051051","GO:0051051","negative regulation of transport",340,-0.396284189760853,-1.51134389374015,6.94456341361329e-05,0.00474691676373566,0.00404552048558525,2808,"tags=34%, list=22%, signal=27%","Sri/Unc119/Ppp2ca/Ywhae/Ahr/Irak1/Mmp9/Hmgb1/Sp100/Ufm1/Rem1/1810037I17Rik/Rack1/Wnk4/Rab11fip5/Vamp8/Pip4p2/4930550C14Rik/Calm2/Tgfb1/Lgals3/Park7/Plcb4/Bin1/Gdi1/Wnk1/Rabgef1/Ubqln2/Pea15a/Cttnbp2nl/Gsto1/Syt11/Klf7/Rab7/Wwp2/Ankrd13a/Ogt/Ppp1r9a/Ndfip1/Gsk3a/Ccr2/Picalm/Comt/Txn1/Gnaq/Svip/Akt2/Bcr/Nedd4/Ube2j1/Frmd4a/Dlg4/Vamp3/Sumo1/Rap1b/Cd47/Cd84/Gpm6b/Abat/Gnai2/Prkca/Slc18a2/Tmbim6/Ephb2/Mctp1/Pacsin2/Angpt1/Sytl4/Trim9/Oaz2/Vdac1/P2ry12/Rap1a/Prkn/Ptpn11/Anxa5/Gnb5/Pde1c/Fkbp1b/Ank3/Kalrn/Ptger3/Erlec1/Calm3/Pla2g10/Ptgs1/Bard1/Tspo/P2ry1/Ppif/Serpine2/Cnn2/Sdcbp/Snx3/F2r/Gnas/Ucp2/Lgals9/Htr2a/Prtn3/Itgb3/Scamp5/Abcg2/Fis1/Oaz1/Thbs1/Snca/Iscu/Dmtn/Slc6a9/Slc43a1/Yod1/Chp1/Cd36/Kel/Rsad2","FucoVsCtrl","Suppressed"
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation",103,0.369189632613074,1.85659283318709,7.09874914899824e-05,0.00479165567557381,0.00408364885255531,3217,"tags=44%, list=26%, signal=33%","Egr3/Il23a/Nlrp3/Tnfsf9/Nfkbid/Ccr7/Il2ra/Il6/Lef1/Nfkbiz/Il12a/Irf1/Socs1/Myb/Il2rg/Zbtb1/Rhoh/Bcl6/Carmil2/Malt1/Il4/Rasgrp1/Il10/Sox12/Ada/Cd46/Foxp3/Cd27/Prkdc/Tespa1/Gimap5/Ppp2r3c/Sox4/Il1rl2/Gimap3/Tgfbr2/Tox/Cd74/H2-Aa/Ptprc/Zmiz1/Zbtb16/Cd1d1/Ripk2/Il7r","FucoVsCtrl","Activated"
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading",78,-0.535788090224472,-1.86875964100469,7.41581568655189e-05,0.00491290615828036,0.00418698357193017,2678,"tags=40%, list=21%, signal=31%","Coro1c/Unc13d/Calr/P4hb/Cdc42/Atrn/Ptk2/Crkl/Fer/Lamc1/Efna5/Arpc2/Actn4/Cass4/Fn1/Vamp3/Lims1/Rhoa/Ntn4/Flna/S100a10/Rac1/Src/Hpse/Fermt3/Parvb/Ilk/Kif14/Micall2/Itgb3/Dmtn","FucoVsCtrl","Suppressed"
"GO:0019079","GO:0019079","viral genome replication",107,-0.494525167327055,-1.77016621117466,7.4603389810924e-05,0.00491290615828036,0.00418698357193017,2529,"tags=33%, list=20%, signal=26%","Pcbp2/Vapb/Pik3c2g/Cdc42/Ifi204/Ifitm2/Nucks1/Ifih1/Ppib/Fbxl2/Rab5a/Oas1a/Hmga2/Oas1b/Adarb1/Ppia/Prkn/Bst2/Mavs/Pkn2/Slpi/Vcp/Top2a/Ifitm3/Stom/Ifi27/Rnasel/Ltf/Oasl2/Isg20/Rad23a/Oas3/Rsad2/Isg15/Oas1e","FucoVsCtrl","Suppressed"
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response",59,0.452226236808858,1.99278340419919,7.81643661760168e-05,0.00502485211131537,0.00428238858297676,1867,"tags=37%, list=15%, signal=32%","Il23a/Nlrp3/Nfkbid/Ccr7/Il6/Irf4/Lef1/Nfkbiz/Irf1/Bcl3/Zc3h12a/Myb/Bcl6/Malt1/Foxp1/Il4/Slamf6/Relb/Smad7/Foxp3/Cracr2a/Mtor","FucoVsCtrl","Activated"
"GO:1900047","GO:1900047","negative regulation of hemostasis",28,-0.665494190618648,-1.92339193915486,7.73930828839803e-05,0.00502485211131537,0.00428238858297676,1445,"tags=50%, list=12%, signal=44%","Abat/Pdgfa/Cd9/Anxa5/Ubash3b/Gp1ba/Ptger3/Pros1/Serpine2/Gp5/Alox12/Prkg1/Thbs1/Tspan8","FucoVsCtrl","Suppressed"
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response",58,0.453933205889351,1.9723052056454,9.00848439555138e-05,0.00565649020185784,0.00482069691277242,1867,"tags=38%, list=15%, signal=32%","Il23a/Nlrp3/Nfkbid/Ccr7/Il6/Irf4/Lef1/Nfkbiz/Irf1/Bcl3/Zc3h12a/Myb/Bcl6/Malt1/Foxp1/Il4/Slamf6/Relb/Smad7/Foxp3/Cracr2a/Mtor","FucoVsCtrl","Activated"
"GO:0042093","GO:0042093","T-helper cell differentiation",58,0.453933205889351,1.9723052056454,9.00848439555138e-05,0.00565649020185784,0.00482069691277242,1867,"tags=38%, list=15%, signal=32%","Il23a/Nlrp3/Nfkbid/Ccr7/Il6/Irf4/Lef1/Nfkbiz/Irf1/Bcl3/Zc3h12a/Myb/Bcl6/Malt1/Foxp1/Il4/Slamf6/Relb/Smad7/Foxp3/Cracr2a/Mtor","FucoVsCtrl","Activated"
"GO:1904062","GO:1904062","regulation of cation transmembrane transport",238,-0.418686059010387,-1.57443310437843,9.39095983505017e-05,0.00582887162175528,0.00496760754976883,2808,"tags=37%, list=22%, signal=29%","Sri/Cacnb2/Ppp2ca/App/Ywhae/Slmap/Ahr/Lcn2/Mmp9/Rem1/1810037I17Rik/Stim1/Mink1/Wnk4/Calm2/Tgfb1/Park7/Cd63/Bin1/Wnk1/Ehd3/Asph/Lyn/Gsto1/Grin2d/Wwp2/Dbi/Cnih3/Pde4d/Cyba/Arf1/Shisa9/Dapk1/Nedd4/Tmc1/Nlgn2/G6pdx/Dlg4/Nipsnap2/Sumo1/Kcnmb1/Slc25a4/Fkbp1a/Cox17/Shank3/Trem2/Ephb2/Cacna1c/Akap7/Plp1/Trpc1/Ptpn3/Vdac1/Fhl1/Ywhah/Flna/Gnb5/S100a1/Rasgrf2/Cfl1/Fkbp1b/Itgb1/Ank3/Ubash3b/Glrx/Ptger3/Calm3/Agtr1a/Ppif/Capn3/Rgs9/F2r/Tesc/Ndufa4/Stom/P2rx1/Itgb3/F2rl3/Snca/Iscu/Atp2b4/Slc6a9/Slc43a1/Reln/Chp1/Kel/Prnp","FucoVsCtrl","Suppressed"
"GO:0089718","GO:0089718","amino acid import across plasma membrane",29,-0.670128841891455,-1.94995094547696,0.000100324059681664,0.00588858611174983,0.005018498729156,1286,"tags=38%, list=10%, signal=34%","Cln8/Slc1a4/Itgb1/Slc3a2/Arl6ip1/Slc22a4/Gfap/Slc7a5/Slc6a9/Slc43a1/Tspo2","FucoVsCtrl","Suppressed"
"GO:0030195","GO:0030195","negative regulation of blood coagulation",27,-0.674985492372654,-1.93478643132672,0.000100290362269891,0.00588858611174983,0.005018498729156,1445,"tags=52%, list=12%, signal=46%","Abat/Pdgfa/Cd9/Anxa5/Ubash3b/Gp1ba/Ptger3/Pros1/Serpine2/Gp5/Alox12/Prkg1/Thbs1/Tspan8","FucoVsCtrl","Suppressed"
"GO:0050819","GO:0050819","negative regulation of coagulation",27,-0.674985492372654,-1.93478643132672,0.000100290362269891,0.00588858611174983,0.005018498729156,1445,"tags=52%, list=12%, signal=46%","Abat/Pdgfa/Cd9/Anxa5/Ubash3b/Gp1ba/Ptger3/Pros1/Serpine2/Gp5/Alox12/Prkg1/Thbs1/Tspan8","FucoVsCtrl","Suppressed"
"GO:0008033","GO:0008033","tRNA processing",113,0.354419327449264,1.83316064790257,9.91388634288971e-05,0.00588858611174983,0.005018498729156,3783,"tags=49%, list=30%, signal=34%","Dus2/Rpp40/Mocs3/Trmt5/Prorp/Osgepl1/Pus10/Tsen15/Tsen34/Alkbh1/Pusl1/Nsun4/Pus3/Aars2/Trmt12/Wdr4/Trmt10c/Qtrt1/Nsun6/Thada/Trmt1/Mtfmt/Trnt1/Rpp30/Elp2/Tyw3/Trmt1l/Osgep/Dalrd3/Dus3l/Nat10/Trmu/Ankrd16/Trmt6/Dus1l/Elac2/Trmt13/Qtrt2/Mettl1/Ddx1/Bcdin3d/Cdkal1/Trmo/Adat2/Tarbp1/Thumpd2/Tprkb/Rpp21/Trmt10a/Tsen2/Mto1/Pop1/Mettl2/Tsen54/Trmt10b","FucoVsCtrl","Activated"
"GO:0070201","GO:0070201","regulation of establishment of protein localization",428,-0.377774636158648,-1.44384622883134,9.98335585276184e-05,0.00588858611174983,0.005018498729156,2808,"tags=32%, list=22%, signal=26%","Sri/Crebrf/Ppp2ca/Efcab7/App/Ywhae/Ppp3cb/Dnm1l/Pfkm/Sp100/Ufm1/Mcu/Rack1/Ptpn1/Rab11fip5/Vamp8/Serp1/Anp32b/Bcas3/Ergic3/Kif3a/4930550C14Rik/Cdc42/Tgfb1/Park7/Ooep/Gdi1/Gsk3b/Pdcd10/Kcnn4/Unc13b/Asph/Klf7/Stxbp5/Wwp2/Mapk1/Ogt/Ect2/Ptpn14/Ndfip1/Gsk3a/Picalm/Txn1/Efna5/Jak2/Arf1/Arpc2/Tsg101/Svip/Il1a/Edem1/Akt2/Hmgn3/Gapvd1/Myh10/Nlgn2/Ube2j1/Adam9/Sar1b/Frmd4a/Prkcq/Sumo1/Cct8/Oxct1/Tm7sf3/Zdhhc2/Abat/Ppm1a/Dynll1/Golph3l/Atp2c1/Camk1/Rab11a/Trem2/Cnst/Ppia/Ica1/Angpt1/Sytl4/Cd81/Golph3/Oaz2/Arrb1/Prkn/Ptpn11/Flna/Anxa5/Pam/Prkaca/Eipr1/Pde1c/Adcy5/Tomm7/Mavs/Fkbp1b/Ank3/Septin8/Rac1/Glrx/Src/Ctsd/Rph3al/Pfkfb2/Uhmk1/Ptger3/Erlec1/Bcap31/Bard1/Nucb1/Slc16a1/Snx3/F2r/Ucp2/Myom1/Ptp4a3/Stom/Cct7/Birc5/Selenok/Mff/Fis1/Sh3glb1/Oaz1/Glul/Ifi27/Sh3tc2/Bnip3l/Mpc2/Pink1/Dmtn/Bsg/Yod1/Chp1/Cd36/Rsad2/Prnp","FucoVsCtrl","Suppressed"
"GO:0098657","GO:0098657","import into cell",134,-0.464176972046237,-1.69181509676678,0.000110693431034997,0.00642736051170949,0.00547766474799101,2080,"tags=29%, list=17%, signal=25%","Slc39a8/Kcnj5/Slc39a6/Flot1/Lrrc8c/Steap3/Slc39a4/Tsg101/Akt2/Slc27a2/Gpm6b/Slc18a2/Trem2/Cacna1c/Cln8/Slc1a4/Prkn/Slc22a3/Itgb1/Slc3a2/Actb/Arl6ip1/Slc22a4/Agtr1a/Slc6a4/P2rx1/Itgb3/Slc6a3/Thbs1/Gfap/Snca/Slc7a5/Iscu/Acsl1/Slc6a9/Slc43a1/Cd36/Tspo2/Prnp","FucoVsCtrl","Suppressed"
"GO:0051223","GO:0051223","regulation of protein transport",401,-0.382301237060982,-1.4577469326085,0.000114498229002158,0.00657755783629416,0.00560566917354348,2808,"tags=33%, list=22%, signal=26%","Sri/Crebrf/Ppp2ca/Efcab7/App/Ywhae/Ppp3cb/Dnm1l/Pfkm/Sp100/Ufm1/Mcu/Rack1/Ptpn1/Rab11fip5/Vamp8/Serp1/Anp32b/Bcas3/Ergic3/Kif3a/4930550C14Rik/Cdc42/Tgfb1/Park7/Gdi1/Gsk3b/Pdcd10/Kcnn4/Unc13b/Asph/Klf7/Stxbp5/Wwp2/Mapk1/Ogt/Ect2/Ptpn14/Ndfip1/Gsk3a/Picalm/Txn1/Efna5/Jak2/Arf1/Arpc2/Tsg101/Svip/Il1a/Edem1/Akt2/Hmgn3/Gapvd1/Myh10/Nlgn2/Ube2j1/Adam9/Sar1b/Frmd4a/Prkcq/Sumo1/Oxct1/Tm7sf3/Zdhhc2/Abat/Ppm1a/Dynll1/Golph3l/Atp2c1/Camk1/Rab11a/Trem2/Cnst/Ppia/Ica1/Angpt1/Sytl4/Cd81/Golph3/Oaz2/Arrb1/Prkn/Ptpn11/Flna/Anxa5/Pam/Prkaca/Eipr1/Pde1c/Adcy5/Tomm7/Mavs/Fkbp1b/Ank3/Septin8/Rac1/Glrx/Src/Rph3al/Pfkfb2/Uhmk1/Ptger3/Erlec1/Bcap31/Bard1/Nucb1/Slc16a1/Snx3/F2r/Ucp2/Myom1/Stom/Birc5/Selenok/Mff/Fis1/Sh3glb1/Oaz1/Glul/Ifi27/Sh3tc2/Bnip3l/Mpc2/Pink1/Dmtn/Bsg/Yod1/Chp1/Cd36/Rsad2/Prnp","FucoVsCtrl","Suppressed"
"GO:0010498","GO:0010498","proteasomal protein catabolic process",446,-0.373621588045914,-1.42861287741462,0.000121299887990532,0.00689494100156707,0.00587615634675463,2815,"tags=28%, list=22%, signal=23%","Socs6/Csnk1e/Bag6/Anapc11/Birc2/Ppp2cb/Ddb1/Rffl/Psmb2/Fbxo44/Calr/Usp19/Rack1/Nploc4/Pcbp2/Kbtbd7/Spsb3/Psma2/Fbxw5/Arrb2/Ccnf/Smurf2/Park7/Ubxn1/Gsk3b/Ubqln2/Psmb4/Psmc3/Fbxw11/Maea/Wwp2/Rpl11/Ctnnb1/Cdc34/Sgta/Ogt/Gid4/Psme1/Ube2k/Ankib1/Marchf6/Aup1/Fbxw4/Arel1/Gsk3a/Gna12/Siah1a/Pcnp/Arih1/Svip/Fbxl2/Edem1/Ube2s/Nedd4/Ubxn11/Fbxo2/Ube2j1/Trip12/Canx/Rnf19b/Usp14/Sumo1/Psmb5/Alad/Ubxn6/Psmd2/Rnf5/Rnf144b/Hace1/Derl1/Eif3h/Trem2/Amfr/Sdf2l1/Psme4/Trim9/Rnf180/Arrb1/Psmd8/Prkn/Siah1b/Rnf187/Psma5/Gid8/Sec61b/Ubxn2a/Prkaca/Map1a/Ophn1/Rnf14/Otud5/Gipc1/Spop/Erlec1/Prickle1/Pmp22/Bcap31/Vcp/Kif14/Clu/Wwtr1/Sdcbp/Pithd1/Gabarap/Skp1/Usp25/Psmd4/Cul4a/Rmnd5a/Psmf1/Dcaf12/Ifi27/Gabarapl2/Ubb/Gpx1/Fzr1/Psmd10/Psme3/Dnajb2/Wdr26/Ube2c/Ube2b/Yod1/Fbxo9/Ube2h/Rad23a","FucoVsCtrl","Suppressed"
"GO:0003018","GO:0003018","vascular process in circulatory system",144,-0.459475555572145,-1.68200034199296,0.00013288047634504,0.00739746981714655,0.00630443236658182,1773,"tags=27%, list=14%, signal=24%","Bcr/G6pdx/Fgfbp3/Kcnmb1/Ctnnbip1/Ptprj/Rhoa/Cacna1c/Sod1/Sod2/Angpt1/Ramp2/Tjp1/Tjp2/Pde5a/Tbxas1/Mgll/Pde3a/Gucy1a1/Ptger3/Kdr/Ptgs1/P2ry1/Agtr1a/Irag1/Adcy6/F2r/Slc6a4/Ptp4a3/Htr2a/P2rx1/Prkg1/Plvap/Cacna1g/Abcg2/Gpx1/Gclm/Cd36/Mylk3","FucoVsCtrl","Suppressed"
"GO:0006873","GO:0006873","cellular ion homeostasis",439,-0.375532044833236,-1.43641324268383,0.000132636010205156,0.00739746981714655,0.00630443236658182,2290,"tags=26%, list=18%, signal=22%","Asph/Pygm/Lyn/Gsto1/Gnb1/Grin2d/Rab7/Ptk2/Atp6v1a/Mapk1/Slc39a8/Kctd7/Slc39a6/Bnip3/Mafg/Ndfip1/Dbi/Ccr2/Steap3/Mapk3/Pde4d/Slc39a4/Cyba/Jak2/Ibtk/Il1a/Aplp2/Eif5a/Micu2/Grn/Mcur1/Slc30a9/Atp6ap2/Pik3cb/Dlg4/Atp6v0a2/Tmem9/Fkbp1a/Atp6ap1/Dmpk/Gata2/Prkca/Atp2c1/Tmbim6/Atp6v0c/Cacna1c/Sod1/Atp2a3/Trpc1/Rnasek/Slc24a5/Micu1/C3ar1/Nptn/Trpc6/Ckb/Adcy5/Fkbp1b/Tmco1/Ubash3b/Tbxas1/Fth1/Gp1ba/Abcb7/Clic4/Ptger3/Calm3/Atp6v1g1/Bcap31/Kdr/Atox1/P2ry1/Agtr1a/F2rl2/Slc24a3/Gata1/Capn3/Gp5/Gp9/Tfrc/F2r/Smdt1/Atp6v0d1/Tesc/Htr2a/Epor/P2rx1/Xk/Itgb3/F2rl3/Abcb6/Selenok/Cacna1g/Gp1bb/Ftl1/Fis1/Selenot/Grina/Alas2/Snca/Iscu/Ncoa4/Atp2b4/Slc6a9/Cd24a/Chp1/Cd36/Rhag/Kel/Prnp/Slc4a1/Car2","FucoVsCtrl","Suppressed"
"GO:0098662","GO:0098662","inorganic cation transmembrane transport",397,-0.380801114975311,-1.45250738706848,0.000137170466073809,0.00755837262039356,0.00644156044763366,2610,"tags=30%, list=21%, signal=25%","Mcu/Rem1/Kcna3/1810037I17Rik/Stim1/Wnk4/Slc39a11/Calm2/Slc39a1/Tgfb1/Park7/Cd63/Bin1/Wnk1/Kcnn4/Ehd3/Asph/Lyn/Gsto1/Orai1/Grin2d/Wwp2/Panx1/Atp6v1a/Slc39a8/Kcnj5/Slc39a6/Dbi/Steap3/Pde4d/Slc39a4/Cyba/Arf1/Ibtk/Micu2/Mcur1/Nedd4/Tmc1/G6pdx/Atp6v0a2/Nipsnap2/Sumo1/Kcnmb1/Slc25a4/Fkbp1a/Atp6ap1/Atp6v0e/Tpcn1/Cox17/Atp2c1/Trem2/Atp6v0c/Cacna1c/Kcnk6/Akap7/Plp1/Atp2a3/Trpc1/Ptpn3/Rnasek/Slc24a5/Micu1/Vdac1/P2ry12/Fhl1/Trpc6/Ywhah/Flna/Gnb5/Clcn3/S100a1/Fkbp1b/Itgb1/Ank3/Atp6v1f/Tmco1/Ubash3b/Glrx/Gp1ba/Abcb7/Ptger3/Calm3/Atp6v1g1/Atox1/Agtr1a/Ppif/Slc24a3/Capn3/Gp5/Gp9/Rgs9/F2r/Smdt1/Atp6v0d1/Slc6a4/Tesc/Ndufa4/Aqp1/Htr2a/Stom/P2rx1/Itgb3/F2rl3/Abcb6/Kcna4/Slc6a3/Cacna1g/Gp1bb/Pkd1l1/Snca/Slc25a37/Iscu/Atp2b4/Slc6a9/Chp1/Rhd/Ank1/Rhag/Kel/Prnp","FucoVsCtrl","Suppressed"
"GO:0006605","GO:0006605","protein targeting",229,-0.414054812247183,-1.55596110644812,0.000140702755045516,0.00767469572975541,0.00654069585389681,2368,"tags=27%, list=19%, signal=22%","Gdi1/Rabgef1/Tomm22/Bid/Zdhhc4/Yif1b/Rab7/Rpl11/Sgta/Ogt/Ywhab/Timm10/Get3/Gsk3a/Erbin/Pex19/Arpc2/Edem1/M6pr/Akt2/Nedd4/Tram1/Laptm5/Rtp4/Rab8b/Ywhaz/Lamp2/Zdhhc2/Myo6/Ssr3/Srp72/Sec61b/Tomm7/Ank3/Gipc1/Spcs1/Sort1/Srp14/Timm17b/Bcap31/Arl6ip1/Nbea/Clu/Sec62/Golga7/Nucb1/Chmp4b/Stom/Fbxo7/Aip/Zfand6/Mff/Fis1/Syngr1/Sec61g/Bnip3l/Trak2/Ncoa4/Pink1/Dmtn/Prnp","FucoVsCtrl","Suppressed"
"GO:0046632","GO:0046632","alpha-beta T cell differentiation",109,0.346916550481397,1.77699504693571,0.000147471798961963,0.00796347714394601,0.00678680742170214,3434,"tags=44%, list=27%, signal=32%","Il23a/Nlrp3/Nfkbid/Ccr7/Il6/Irf4/Lef1/Nfkbiz/Itk/Irf1/Socs1/Satb1/Prr7/Txk/Bcl3/Zc3h12a/Myb/Il2rg/Bcl2/Bcl6/Malt1/Foxp1/Il4/Slamf6/Relb/Ada/Smad7/Foxp3/Cracr2a/Gpr18/Mtor/Gimap5/Tcf7/Abl2/Gadd45g/Gimap3/Gpr183/Tgfbr2/Bcl11b/Tox/Entpd7/Il18r1/Zbtb16/Cd1d1/Ripk2/Ctsl/Armc5/Abl1","FucoVsCtrl","Activated"
"GO:0006879","GO:0006879","cellular iron ion homeostasis",45,-0.600840538755821,-1.90243961869641,0.000152678991451893,0.00800452964893419,0.00682179407897472,2103,"tags=38%, list=17%, signal=32%","Atp6v1a/Slc39a8/Ndfip1/Steap3/Atp6v0a2/Atp6ap1/Sod1/Fth1/Abcb7/Atp6v1g1/Tfrc/Atp6v0d1/Ftl1/Alas2/Iscu/Ncoa4/Slc6a9","FucoVsCtrl","Suppressed"
