"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Direction"
"GO:00070091","GO:0007009","plasma membrane organization","37/2130","100/11776",5.57789234737654e-06,0.000769575928109282,0.000682293968153476,"Chmp1a/Akt2/Ndrg1/Slc4a1/Pacsin2/Tlcd1/Sptbn1/Myh10/Sptb/Pals1/Clu/Asap1/Myh9/Sod1/Bin1/Spta1/Gsn/Chmp5/Stx2/Arl8b/Cd9/Sytl4/Plscr4/Tie1/Mtss2/Chmp2a/Xkr6/Smpd1/Sh3glb1/Chmp4b/Sh3tc2/Cavin2/Flot1/Syt11/Ank3/Bin2/Chmp1b",37,"Down"
"GO:00432691","GO:0043269","regulation of ion transport","111/2130","415/11776",5.69731609648102e-06,0.000769575928109282,0.000682293968153476,"Tgfb1/Homer3/Akt2/Cyba/Ctnnb1/Clic1/Rhoa/Chp1/Ywhah/Calm3/Akt3/Vdac1/Rtn4/Rgs9/Fkbp1b/Itgb3/P2rx1/Slc6a4/Ywhae/Cacna1g/Dlg4/Dapk1/Glrx/Pde4d/Rasgrf2/Ppif/Shank3/Pla2g10/Mylk/Tmbim6/Fhl1/Trem2/Ehd3/Bin1/Gnaq/Itgb1/Iscu/Snca/Sumo1/Serpine2/Septin2/Dbi/Atp2b4/Stom/Slc43a1/Syt13/Gnas/Car2/P2ry1/Slc6a9/Pink1/Epb41/Park7/Tesc/Nipsnap2/Ndufa4/Kel/Arl6ip1/Stim1/Flna/Gpm6b/G6pdx/Plp1/Saraf/Slc25a4/Wwp2/Trpc6/Ubash3b/Gnb5/Nedd4/Gnai2/Tpcn1/Trpc1/Fkbp1a/Mif/Htr2a/Wnk4/P2ry12/Hk1/Clic4/Cd84/Ptpn3/Akap7/Ptger3/Tspo/Lyn/Reln/Kcna4/S100a1/Wnk1/Cox17/Kcna3/Arf1/F2r/Agtr1a/Orai1/F2rl3/Vamp8/Prkca/Cacna1c/1810037I17Rik/Cfl1/Pla2g4a/Abat/Arrb2/B2m/Syt11/Ank3/Rab11b/Prnp/Capn3",111,"Down"
"GO:00081541","GO:0008154","actin polymerization or depolymerization","52/2130","159/11776",5.85521894772561e-06,0.000771132335415462,0.00068367385450154,"Fer/Rac1/Esam/Flii/Wdr1/Arpc2/Rhoa/Arpc5/Dstn/Pfn1/Plek/Sptbn1/Pecam1/Sptb/Diaph3/Dmtn/Twf1/Enah/Arhgap28/Bin1/Spire1/Spta1/Abi2/Gsn/Nckap1/Hax1/Tmod1/Capzb/Add1/Arpc3/Arpc1a/Arpc1b/Mtpn/Add2/Cttn/Was/Tpm1/Brk1/Cracd/Micall2/Arhgap18/Fhdc1/Tmsb4x/Mical3/Cfl1/Tmod3/Grb2/Cdc42ep5/Nck2/Capza1/Arpc4/Tmsb10",52,"Down"
"GO:00315891","GO:0031589","cell-substrate adhesion","70/2130","235/11776",6.92606357599296e-06,0.000872030854898086,0.000773128902046678,"Fer/Itgb2/Rac1/Vwf/Cd36/Dusp3/Crkl/Arpc2/Cdc42/Ctnnb1/Rhoa/Bcr/Actn1/Itga2/Stk4/Lims1/Ntn4/Wdpcp/Itgb3/Pecam1/Itgb4/Vcl/Dmtn/Angpt1/Parvb/Ptk2/Gsk3b/Itgb5/Jak2/Fermt3/Sorbs1/Ptprj/Itga7/Itgb1/Lamc1/Rsu1/Itga6/Atrn/Src/B4galt1/Vamp3/Emilin1/Zyx/Ilk/Cttn/Flna/Gpm6b/Arhgap6/Adam9/Pik3cb/Itga2b/Hpse/Micall2/Ninj1/Acer2/Thbs1/Kif14/S100a10/Ptpn11/Gp5/Rpl29/Ndnf/Actn4/Cfl1/Unc13d/Bcas3/Actg1/Kdr/Hacd1/Cass4",70,"Down"
"GO:00022621","GO:0002262","myeloid cell homeostasis","54/2130","168/11776",6.95241000488223e-06,0.000872030854898086,0.000773128902046678,"Mpl/Slc4a1/Gata2/Dyrk3/Tmem14c/Sfxn1/Dmtn/Rb1/Pla2g10/Sod1/Epb42/Rhag/Tspo2/Fech/Rps14/Jak2/Alas2/Rps24/Smap1/Gfi1b/Fam210b/Ptbp3/Rps6/Prdx1/Tal1/Rhd/Add1/Gata1/G6pdx/Ank1/Casp3/Abcb10/Pik3cb/Lmo2/Tcea1/Gas2l1/Isg15/Trim58/Ncapg2/Lyn/Sh2b3/Cd24a/Foxo3/Zfpm1/Sox6/Exoc6/Tmod3/Fcer1g/B2m/Hba-a2/Hba-a1/Trim10/Mpig6b/Maea",54,"Down"
"GO:00516931","GO:0051693","actin filament capping","18/2130","35/11776",7.82562720903998e-06,0.000958730328772619,0.00084999529807859,"Flii/Arpc2/Sptbn1/Sptb/Dmtn/Twf1/Spta1/Gsn/Tmod1/Capzb/Add1/Mtpn/Add2/Tpm1/Cracd/Cfl1/Tmod3/Capza1",18,"Down"
"GO:19038291","GO:1903829","positive regulation of protein localization","101/2130","373/11776",8.51289151812192e-06,0.00101922528448787,0.000903629178610214,"Rac1/Bcap31/Tgfb1/Abhd17a/Bicd1/Akt2/Rab11a/Prkaca/Ergic3/Arpc2/Pgrmc1/Cdc42/Dynll1/Mcu/Chp1/Tsg101/Sqstm1/Arrb1/Fis1/Sptbn1/Sar1b/Rtn4/Pecam1/Rph3al/Ywhae/Dlg4/Myh10/Ppm1a/Glrx/Oxct1/Golph3/Dnm1l/Tfrc/Gsk3b/Bsg/Cenpq/Trem2/Myom1/Jak2/Sorbs1/Trim8/Cct8/Itgb1/Mff/Pfkfb2/Atp2b4/Glul/Mpc2/Frmd4a/Prkcq/Stom/Map1a/Src/Wwtr1/Pdcd10/Gpsm2/Anp32b/Prkaa2/Epb41/Park7/Tomm7/Rer1/Cct7/Edem1/Camk1/Sytl4/Flna/Adam9/Nptn/Atp2c1/Oaz1/Sh3glb1/Mavs/Cd81/Ormdl3/Cnst/Ppp1r9b/Zdhhc2/Tm7sf3/Oaz2/Dzip1/Golph3l/Arf1/Pls1/Dtx3l/Vamp8/Yap1/Kcnn4/Cfl1/Gsk3a/Abat/Fcer1g/Bcas3/Ptp4a3/Mapk1/Syt11/Ank3/Ppia/Rhog/Prnp/Lamtor5",101,"Down"
"GO:00080641","GO:0008064","regulation of actin polymerization or depolymerization","45/2130","133/11776",9.11859710636952e-06,0.00106748376791899,0.000946414394408457,"Fer/Rac1/Esam/Flii/Wdr1/Arpc2/Rhoa/Arpc5/Dstn/Pfn1/Plek/Sptbn1/Pecam1/Sptb/Dmtn/Twf1/Arhgap28/Bin1/Spta1/Gsn/Nckap1/Hax1/Tmod1/Capzb/Add1/Arpc3/Arpc1a/Arpc1b/Mtpn/Add2/Cttn/Was/Tpm1/Brk1/Cracd/Arhgap18/Tmsb4x/Cfl1/Tmod3/Grb2/Cdc42ep5/Nck2/Capza1/Arpc4/Tmsb10",45,"Down"
"GO:00512231","GO:0051223","regulation of protein transport","107/2130","401/11776",9.39058801915506e-06,0.00107542647141106,0.000953456270960892,"Rac1/Bcap31/Tgfb1/Cd36/Akt2/Pde1c/Rab11a/Prkaca/Ergic3/Arpc2/Cdc42/Dynll1/Mcu/Chp1/Tsg101/Gdi1/Birc5/Septin8/Arrb1/Fis1/Stxbp5/Snx3/Erlec1/Sar1b/Fkbp1b/Rsad2/Rph3al/Ywhae/Myh10/Ppm1a/Glrx/Bnip3l/Dmtn/Oxct1/Golph3/Angpt1/Dnm1l/Gsk3b/Adcy5/Bsg/Trem2/Myom1/Ndfip1/Jak2/Klf7/Sumo1/Mff/Bard1/Pam/Pfkfb2/Glul/Mpc2/Frmd4a/Uhmk1/Prkcq/Gapvd1/Stom/Ptpn1/Src/Anxa5/Pdcd10/Ube2j1/Anp32b/Txn1/Pink1/Park7/Tomm7/Edem1/Camk1/Nucb1/Sytl4/Flna/Adam9/Wwp2/Atp2c1/Slc16a1/Ucp2/Oaz1/Eipr1/Sh3glb1/Mavs/Cd81/Cnst/Picalm/Zdhhc2/Ptger3/Tm7sf3/Os9/Oaz2/Selenok/Ptpn11/Sh3tc2/Yod1/Golph3l/Arf1/F2r/Vamp8/Kcnn4/Gsk3a/Abat/Bcas3/Ica1/Mapk1/Ifi27/Ank3/Ppia/Prnp",107,"Down"
"GO:00015051","GO:0001505","regulation of neurotransmitter levels","48/2130","146/11776",1.12595268715331e-05,0.0012581418790953,0.00111544889052988,"Comt/Prkaca/Napa/Bcl2l1/Snap47/Pdzd11/Rab5a/Gipc1/Stxbp5/Itgb3/P2rx1/Slc6a4/Gfap/Trim9/Mctp1/Slc6a3/Snap29/Dnm1l/Gsk3b/Ache/Slc22a3/Prepl/Slc18a2/Itgb1/Snca/Cln8/Aldh9a1/Snap23/P2ry1/Slc6a9/Park7/Stx2/Gpm6b/Myo6/Nrxn2/Htr2a/Daglb/Stx11/Prkca/Rap1b/Abat/Syn3/Flot1/Sphk1/Ica1/Rap1a/Gad1/Septin5",48,"Down"
"GO:00424401","GO:0042440","pigment metabolic process","23/2130","52/11776",1.15663792986375e-05,0.0012581418790953,0.00111544889052988,"Pgrmc1/Slc25a39/Gipc1/Snx3/Tmem14c/Cpox/Fech/Alas2/Tmem14a/Abcb6/a/Alad/Slc6a9/Urod/Uros/Abcb7/Abcb10/Hmbs/Trpc1/Cyb5r4/Slc24a5/Blvrb/Hebp1",23,"Down"
"GO:00102561","GO:0010256","endomembrane system organization","109/2130","412/11776",1.17025345625797e-05,0.0012581418790953,0.00111544889052988,"Rab5b/Chmp1a/Akt2/Lpcat3/Aqp1/Rab11a/Sgta/Ndrg1/Reep5/Steep1/Slc4a1/Cdc42/Emc10/Snap47/Surf4/Sqstm1/Pacsin2/Retreg3/Rab5a/Rab5c/Tlcd1/Snx3/Srgn/Sptbn1/Rtn4/Ubxn2a/Rab10/Myh10/Sptb/Atl1/Pals1/Lman2/Clu/Golph3/Ywhaz/Asap1/Syngr1/Myh9/Snap29/Sod1/Ehd3/Yipf4/Rfx2/Bin1/Rtn3/Tram1/Ptprn/Serpine2/Tmem9/Spta1/Optn/Gsn/Snap23/Pdcd10/Sec22b/Lmna/Chmp5/Atp8b5/Pi4k2b/Tmed2/Stx2/Rab43/Tmem43/Arl8b/Emc3/Cd9/Arl6ip1/Sytl4/Emc8/Tmed3/Plscr4/Tmed7/Tie1/Mtss2/Chmp2a/Tmem127/Map2k2/Xkr6/Dym/Smpd1/Sh3glb1/Snx10/Chmp4b/Reep2/Hace1/Stx11/Nploc4/Fhdc1/Sh3tc2/Cavin2/Golph3l/Pheta2/Get3/Vapb/Emc7/Tmed9/Bcas3/Flot1/Mapk3/Mapk1/Syt11/Ank3/Tbpl1/Rab18/Fam174b/Rnasek/Syne1/Bin2/Chmp1b",109,"Down"
"GO:00300991","GO:0030099","myeloid cell differentiation","95/2130","349/11776",1.24460285258579e-05,0.00131131356548439,0.00116259007514172,"Tgfb1/Wdr1/Mpl/Slc4a1/Ctnnb1/Pabpc4/Gata2/Actn1/Dyrk3/Atp6ap1/Itgb3/Nme2/Tmem14c/Sfxn1/Prxl2a/Dmtn/Rb1/Dcstamp/Myh9/Pla2g10/Tfrc/Gsk3b/Epb42/Rhag/Trem2/Tspo2/Glo1/Ndfip1/Fech/Rps14/Jak2/Tjp2/Prdx3/Alas2/Smap1/Pip4k2a/Gfi1b/Fam210b/Gnas/Car2/Src/Tspan2/Hax1/Ptbp3/Rps6/Pithd1/Tal1/Rhd/Wasf2/Ctnnbip1/Add1/Tesc/Eif2ak1/Gp9/Clec1b/Gata1/G6pdx/Cul4a/Ank1/Casp3/Abcb10/Ubash3b/Lmo2/Tcea1/Gas2l1/Isg15/Trim58/Nme1/Cd81/Ninj1/Ostm1/Snx10/Cnot4/Ncapg2/Lyn/Sh2b3/Ptpn11/Gp5/Foxo3/Zfpm1/Gp1ba/Gp1bb/Prkca/Sox6/Exoc6/Prtn3/Tmod3/Fcer1g/B2m/H4c17/Hba-a2/Hba-a1/Trim10/Mpig6b/Maea",95,"Down"
"GO:0030195","GO:0030195","negative regulation of blood coagulation","15/2130","27/11776",1.33526218260957e-05,0.00135005646822414,0.0011969389260901,"Alox12/Pros1/Pdgfa/Serpine2/Anxa5/Cd9/Ubash3b/Tspan8/Ptger3/Thbs1/Sh2b3/Gp5/Gp1ba/Prkg1/Abat",15,"Down"
"GO:0050819","GO:0050819","negative regulation of coagulation","15/2130","27/11776",1.33526218260957e-05,0.00135005646822414,0.0011969389260901,"Alox12/Pros1/Pdgfa/Serpine2/Anxa5/Cd9/Ubash3b/Tspan8/Ptger3/Thbs1/Sh2b3/Gp5/Gp1ba/Prkg1/Abat",15,"Down"
"GO:0034110","GO:0034110","regulation of homotypic cell-cell adhesion","17/2130","33/11776",1.36126446298331e-05,0.00135005646822414,0.0011969389260901,"Alox12/Dmtn/Jak2/Serpine2/Prkcq/Cd9/Ubash3b/F11r/Ptger3/Lyn/Sh2b3/Cd24a/Prkca/Prkg1/Mmrn1/Abat/Ank3",17,"Down"
"GO:00331571","GO:0033157","regulation of intracellular protein transport","56/2130","180/11776",1.40693048615117e-05,0.00135005646822414,0.0011969389260901,"Bcap31/Tgfb1/Cd36/Akt2/Prkaca/Ergic3/Arpc2/Cdc42/Chp1/Gdi1/Septin8/Fis1/Snx3/Erlec1/Sar1b/Ywhae/Ppm1a/Bnip3l/Dmtn/Angpt1/Gsk3b/Jak2/Sumo1/Mff/Bard1/Uhmk1/Prkcq/Stom/Ptpn1/Pdcd10/Ube2j1/Anp32b/Txn1/Pink1/Park7/Tomm7/Edem1/Camk1/Nucb1/Flna/Oaz1/Sh3glb1/Mavs/Cd81/Zdhhc2/Os9/Oaz2/Ptpn11/Sh3tc2/Yod1/Gsk3a/Bcas3/Mapk1/Ifi27/Ank3/Prnp",56,"Down"
"GO:00308321","GO:0030832","regulation of actin filament length","45/2130","135/11776",1.40951225801685e-05,0.00135005646822414,0.0011969389260901,"Fer/Rac1/Esam/Flii/Wdr1/Arpc2/Rhoa/Arpc5/Dstn/Pfn1/Plek/Sptbn1/Pecam1/Sptb/Dmtn/Twf1/Arhgap28/Bin1/Spta1/Gsn/Nckap1/Hax1/Tmod1/Capzb/Add1/Arpc3/Arpc1a/Arpc1b/Mtpn/Add2/Cttn/Was/Tpm1/Brk1/Cracd/Arhgap18/Tmsb4x/Cfl1/Tmod3/Grb2/Cdc42ep5/Nck2/Capza1/Arpc4/Tmsb10",45,"Down"
"GO:00301931","GO:0030193","regulation of blood coagulation","20/2130","43/11776",1.72218529783789e-05,0.00158297841285032,0.00140344387519819,"Alox12/Cd36/Prdx2/Dmtn/Pros1/Pdgfa/Serpine2/Anxa5/Cd9/Ubash3b/Tspan8/Hpse/Ptger3/Thbs1/Sh2b3/Gp5/F2r/Gp1ba/Prkg1/Abat",20,"Down"
"GO:19035301","GO:1903530","regulation of secretion by cell","110/2130","420/11776",1.72669278235868e-05,0.00158297841285032,0.00140344387519819,"Fer/Itgb2/Septin1/Lgals9/Rac1/Tgfb1/Pde1c/Bcl2l1/Dynll1/Mcu/Bcr/Tsg101/Gata2/Birc5/Rab5a/Arrb1/Rab3d/Gipc1/Stxbp5/Rab21/Rtn4/Fkbp1b/Rsad2/Rab10/P2rx1/Slc6a4/Rph3al/Cacna1g/Myh10/Trim9/Glrx/Mctp1/Oxct1/Golph3/Pla2g10/Dnm1l/Gsk3b/Adcy5/Itsn1/Bsg/Trem2/Myom1/Prepl/Rab27b/Jak2/Snca/Klf7/Septin2/Pam/Pfkfb2/Glul/Mpc2/Frmd4a/Prkcq/Syt13/Snap23/Bmp2/Gnas/Anxa5/P2ry1/Rab13/Sdcbp/Pink1/Vamp3/Gata1/Sytl4/Lamp1/Adam9/Pdcd6ip/Gnai2/Slc16a1/Mif/Myo6/Ucp2/Chmp2a/Htr2a/Kiss1r/P2ry12/Eipr1/Rab8b/Cd84/Ptger3/Tm7sf3/Scamp5/Tspo/Lyn/Ptpn11/Golph3l/Ptgs1/Arf1/F2r/Agtr1a/Vamp8/Prkca/Rap1b/Kcnn4/Pla2g4a/Hmga2/Abat/Unc13d/Fcer1g/Kalrn/Sphk1/Ica1/Rap1a/Syt11/Ppia/Septin5/Selenot/Rab7",110,"Down"
"GO:00300411","GO:0030041","actin filament polymerization","45/2130","136/11776",1.74283879926572e-05,0.00158297841285032,0.00140344387519819,"Fer/Rac1/Esam/Flii/Arpc2/Rhoa/Arpc5/Pfn1/Sptbn1/Pecam1/Sptb/Diaph3/Dmtn/Twf1/Arhgap28/Bin1/Spire1/Spta1/Gsn/Nckap1/Hax1/Tmod1/Capzb/Add1/Arpc3/Arpc1a/Arpc1b/Mtpn/Add2/Cttn/Was/Tpm1/Cracd/Micall2/Arhgap18/Fhdc1/Tmsb4x/Cfl1/Tmod3/Grb2/Cdc42ep5/Nck2/Capza1/Arpc4/Tmsb10",45,"Down"
"GO:00510461","GO:0051046","regulation of secretion","117/2130","453/11776",1.86305336255757e-05,0.00165342098712363,0.00146589715858761,"Fer/Itgb2/Comt/Septin1/Lgals9/Rac1/Tgfb1/Pde1c/Aqp1/Cyba/Bcl2l1/Dynll1/Mcu/Bcr/Tsg101/Gata2/Birc5/Rab5a/Arrb1/Rab3d/Gipc1/Stxbp5/Rab21/Rtn4/Fkbp1b/Rsad2/Rab10/P2rx1/Slc6a4/Rph3al/Cacna1g/Myh10/Trim9/Glrx/Mctp1/Oxct1/Golph3/Pla2g10/Dnm1l/Gsk3b/Adcy5/Itsn1/Bsg/Trem2/Myom1/Prepl/Rab27b/Jak2/Snca/Klf7/Septin2/Pam/Pfkfb2/Glul/Mpc2/Frmd4a/Prkcq/Syt13/Snap23/Bmp2/Gnas/Anxa5/P2ry1/Rab13/Sdcbp/Pink1/Vamp3/Gata1/Sytl4/Lamp1/Adam9/Map1lc3b/Pdcd6ip/Gnai2/Slc16a1/Mif/Myo6/Ucp2/Chmp2a/Htr2a/Wnk4/Kiss1r/P2ry12/Eipr1/Rab8b/Cd84/Nlrp6/Ptger3/Tm7sf3/Scamp5/Tspo/Lyn/Ptpn11/Wnk1/Golph3l/Ptgs1/Arf1/F2r/Agtr1a/Vamp8/Prkca/Rap1b/Kcnn4/Pla2g4a/Hmga2/Abat/Unc13d/Fcer1g/Kalrn/Sphk1/Ica1/Rap1a/Syt11/Ppia/Septin5/Selenot/Rab7",117,"Down"
"GO:00461481","GO:0046148","pigment biosynthetic process","19/2130","40/11776",1.92092605166329e-05,0.00165342098712363,0.00146589715858761,"Pgrmc1/Slc25a39/Gipc1/Snx3/Tmem14c/Cpox/Fech/Alas2/Tmem14a/a/Alad/Slc6a9/Urod/Uros/Abcb7/Abcb10/Hmbs/Trpc1/Slc24a5",19,"Down"
"GO:00230611","GO:0023061","signal release","92/2130","339/11776",1.93310231610363e-05,0.00165342098712363,0.00146589715858761,"Rac1/Pde1c/Aqp1/Prkaca/Napa/Bcl2l1/Dynll1/Mcu/Snap47/Pdzd11/Birc5/Rab5a/Arrb1/Gipc1/Stxbp5/Slc16a10/Rtn4/Fkbp1b/P2rx1/Slc6a4/Rph3al/Trim9/Glrx/Mctp1/Oxct1/Ywhaz/Pla2g10/Snap29/Dnm1l/Gsk3b/Adcy5/Itsn1/Prepl/Jak2/Slc18a2/Snca/Klf7/Ptprn/Pfkfb2/Glul/Mpc2/Syt13/Snap23/Gnas/Anxa5/P2ry1/Slc6a9/Pink1/Park7/Stx2/Sytl4/Abcc4/Cyb5r4/Slc16a1/Mif/Myo6/Ucp2/Nrxn2/Htr2a/Kiss1r/P2ry12/Eipr1/Rab8b/Cpe/Stx11/Ptger3/Tm7sf3/Tspo/Lyn/Ptpn11/Ptgs1/F2r/Agtr1a/Vamp8/Prkca/Cacna1c/Rap1b/Pla2g4a/Hmga2/Abat/Fcer1g/Syn3/Kalrn/Sphk1/Ica1/Rap1a/Syt11/Septin5/Selenot/Selenom/Rab11b/Rbm4",92,"Down"
"GO:00160501","GO:0016050","vesicle organization","71/2130","246/11776",1.95817405522543e-05,0.00165342098712363,0.00146589715858761,"Rab5b/Trappc6a/Akt2/Clcn3/Aqp1/Rab11a/Snap47/Chp1/Tsg101/Slamf1/Sqstm1/Rab5a/Septin8/Slc2a4/Rab5c/Snx3/Stx7/Srgn/Sar1b/Dlg4/Gosr2/Sec23a/Trim9/Golph3/Snap29/Ap2m1/Yipf4/Rfx2/Snca/Abcb6/Ptprn/Serpine2/Tmem9/Klhl12/Pip4k2a/Syt13/Snap23/a/Sec22b/Rab13/Sdcbp/Chmp5/Pef1/Vamp3/Pi4k2b/Stx2/Arl8b/Sec13/Pdcd6ip/Tmem127/Rab8b/Snx10/Chmp4b/Stx11/Picalm/Zdhhc2/S100a10/Golph3l/Arf1/Pheta2/Vamp8/Arfgap3/Vapb/Pla2g4a/Tmed9/Sphk1/Sort1/Syt11/Tbpl1/Rab7/Rnasek",71,"Down"
"GO:00300421","GO:0030042","actin filament depolymerization","22/2130","50/11776",1.97732578186767e-05,0.00165342098712363,0.00146589715858761,"Flii/Wdr1/Arpc2/Dstn/Plek/Sptbn1/Sptb/Dmtn/Twf1/Spta1/Gsn/Tmod1/Capzb/Add1/Mtpn/Add2/Tpm1/Cracd/Mical3/Cfl1/Tmod3/Capza1",22,"Down"
"GO:00987711","GO:0098771","inorganic ion homeostasis","125/2130","491/11776",2.02233823876581e-05,0.00166463716278411,0.00147584124430985,"Comt/Ckb/Bcap31/Tgfb1/Cd36/Epor/Cyba/Slc4a1/Sod2/Mcu/Atp6v0d1/Chp1/Gata2/Xk/Atox1/Fis1/Atp6ap1/Calm3/Micu1/Fkbp1b/Itgb3/P2rx1/Atp2a3/Ywhae/Cacna1g/Dlg4/Mcur1/F2rl2/Pde4d/Anxa7/Micu2/Cln5/Ank/Smdt1/Grina/Ptk2/Tfrc/Adcy5/Sod1/Tmbim6/Epb42/Rhag/Atp6v0c/Slc39a6/Ndfip1/Fech/Fth1/Jak2/Alas2/Iscu/Snca/Abcb6/Dbi/Tmem9/Atp2b4/Gnas/Car2/P2ry1/Slc6a9/Rhd/Gnb1/Slc30a9/Tesc/Eif2ak1/Trim24/Kel/Tbxas1/Gp9/Stim1/Atp6ap2/Gata1/Abcb7/Ank1/Aplp2/Trpc6/Ubash3b/Nptn/Pik3cb/Ltf/Gnai2/Atp2c1/Trpc1/Fkbp1a/Grn/Htr2a/Wnk4/Slc24a5/Ibtk/Clic4/Atp6v0a2/Snx10/Atp6v1g1/Picalm/Ptger3/C3ar1/Lyn/Selenok/Cd24a/Gp5/F2r/Agtr1a/F2rl3/Gp1ba/Ftl1/Gp1bb/Prkca/Cacna1c/Mafg/Tmco1/Atp6v1a/Vapb/Ncoa4/B2m/Kdr/Mapk3/Slc39a4/Mapk1/Slc24a3/Ank3/Selenot/Eif5a/Prnp/Capn3/Rab7/Rnasek",125,"Down"
"GO:00070151","GO:0007015","actin filament organization","91/2130","335/11776",2.05906654633012e-05,0.0016687942409334,0.00147952684470717,"Fer/Rac1/Esam/Flii/Wdr1/Arpc2/Cdc42/Rhoa/Arpc5/Mcu/Actn1/Dstn/Pfn1/Arrb1/Plek/Sptbn1/Pecam1/Myh10/Sptb/Diaph3/Dmtn/Twf1/Shank3/Itgb5/Enah/Arhgap28/Bin1/Spire1/Sorbs1/Spta1/Prkcq/Abi2/Gsn/Nckap1/Src/Tpm3/Hax1/Tmod1/Tpm2/Capzb/Wasf2/Add1/Arpc3/Arpc1a/Arpc1b/Wasf3/Cald1/Mtpn/Zyx/Add2/Tjp1/Cttn/Was/Flna/Arhgap6/Tpm4/Tpm1/Myo6/Brk1/Gas2l1/Myo1d/Kiss1r/Cracd/Micall2/Ctnna1/F11r/Ppp1r9b/Arhgap18/Fhdc1/S100a10/Ppm1e/Samd14/Arf1/Pls1/Tmsb4x/Mical3/Actn4/Pdlim1/Cd47/Cfl1/Tmod3/Grb2/Actg1/Cdc42ep5/Nck2/Shroom4/Capza1/Rhog/Cass4/Arpc4/Tmsb10",91,"Down"
"GO:00308331","GO:0030833","regulation of actin filament polymerization","40/2130","117/11776",2.13636237404492e-05,0.0016854779494387,0.00149431835944122,"Fer/Rac1/Esam/Flii/Arpc2/Rhoa/Arpc5/Pfn1/Sptbn1/Pecam1/Sptb/Dmtn/Twf1/Arhgap28/Bin1/Spta1/Gsn/Nckap1/Hax1/Tmod1/Capzb/Add1/Arpc3/Arpc1a/Arpc1b/Mtpn/Add2/Cttn/Tpm1/Cracd/Arhgap18/Tmsb4x/Cfl1/Tmod3/Grb2/Cdc42ep5/Nck2/Capza1/Arpc4/Tmsb10",40,"Down"
"GO:00510511","GO:0051051","negative regulation of transport","92/2130","340/11776",2.18938426962263e-05,0.0016854779494387,0.00149431835944122,"Comt/Lgals9/Tgfb1/Cd36/Akt2/Pde1c/Cnn2/Bcr/Pea15a/Chp1/Gdi1/Pacsin2/Fis1/Calm3/Snx3/Erlec1/Vdac1/Fkbp1b/Rsad2/Itgb3/Ywhae/Dlg4/Trim9/Mctp1/Ppif/Dmtn/Angpt1/Pla2g10/Tmbim6/Bin1/Ndfip1/Gnaq/Slc18a2/Iscu/Snca/Klf7/Sumo1/Bard1/Serpine2/Frmd4a/Slc43a1/Gnas/Anxa5/P2ry1/Sdcbp/Ube2j1/Txn1/Slc6a9/Vamp3/Park7/Abcg2/Kel/Sytl4/Gpm6b/Irak1/Wwp2/Gnb5/Nedd4/Gnai2/Ucp2/Htr2a/Wnk4/Oaz1/P2ry12/Cd84/Picalm/Ptger3/Thbs1/Os9/Oaz2/Scamp5/Tspo/Ankrd13a/Ptpn11/Wnk1/Yod1/Ptgs1/F2r/Ubqln2/Vamp8/Prkca/Rap1b/1810037I17Rik/Cd47/Gsk3a/Prtn3/Abat/Kalrn/Rap1a/Syt11/Ank3/Rab7",92,"Down"
"GO:00072681","GO:0007268","chemical synaptic transmission","108/2130","413/11776",2.20763057158828e-05,0.0016854779494387,0.00149431835944122,"Rac1/Prkar2b/Homer3/Clcn3/Rab11a/Prkaca/Napa/Neurl1a/Ctnnb1/Bcl2l1/Vdac3/Bcr/Snap47/Pdzd11/Sqstm1/Pacsin2/Mpp2/Rab5a/Gipc1/Stxbp5/Srgn/Adarb1/Tpgs1/Vdac1/P2rx1/Slc6a4/Cacna1g/Dlg4/Gfap/Ston2/Trim9/Mctp1/Slc6a3/Rasgrf2/Syngr1/Ptk2/Shank3/Snap29/Dnm1l/Gsk3b/Prepl/Csnk2b/Jak2/Itgb1/Snca/Stau2/Serpine2/Dbi/Glul/Map1a/Snap23/Car2/Src/P2ry1/Gucy1b1/Eif4e/Sdcbp/Slc6a9/Pink1/Park7/Stx2/Ezh2/Ophn1/Syap1/Nedd4/Nptn/Gnai2/Mgll/Myo6/Nrxn2/Gucy1a1/Ppp3r1/Htr2a/Kiss1r/Paip2/Plcl2/Ppp1r9b/Akap7/Stx11/Zdhhc2/Cpeb3/Reln/Tubb2b/Cd24a/Usp14/Arf1/F2r/Prkca/Cacna1c/Ywhag/Dlg2/Rap1b/Nrgn/Usp46/Cfl1/Abat/Syn3/Flot1/Arrb2/Dlgap4/Kalrn/Sphk1/Kdr/Ica1/Mapk1/Rap1a/Septin5/Prnp",108,"Down"
